id,product_name,text_preview
129,[Text] 沖繩黑糖奶茶,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
130,[Text] 黑糖港式厚奶,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
131,[Text] 黑糖紅茶拿鐵,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
132,[Text] 港式厚奶,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
133,[Text] 沖繩黑糖奶綠,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
134,[Text] 沖繩黑糖奶茶,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
135,[Text] 黑糖港式厚奶,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
136,[Text] 黑糖紅茶拿鐵,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
138,[Text] 小葉紅奶茶,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
139,[Text] 小葉紅拿鐵,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
140,[Text] 小葉紅茶,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
141,[Text] 四季春,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
143,[Text] 玩火,"萬聖節最「火」裝扮出爐
南瓜人都來 #COMEBUY 報到啦
玩火不只好喝～還能當配件（誤
）
擁有"
144,[Text] 玩火玩火奶茶,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
145,[Text] 纖萃玩火奶茶,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
146,[Text] 玩火奶茶,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
147,[Text] 玩火,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
148,[Text] 玩火奶茶,"沒時間飛
就喝這杯
外面找不到的獨特風味——
喝一口彷彿置身❝熱帶❞島嶼
#玩火 $𝟰𝟱(𝗟)
建議"
149,[Text] 玩火,"沒時間飛
就喝這杯
外面找不到的獨特風味——
喝一口彷彿置身❝熱帶❞島嶼
#玩火 $𝟰𝟱(𝗟)
建議"
150,[Text] 蘋果紅萱,"茶香遇上果香的溫柔調性，
是日常裡隨手可得的療癒感。
透亮的琥珀茶湯、伴隨自然柔和的蘋果香，
不論是"
151,[Text] 普洱咖啡奶茶,"普洱咖啡奶茶、普洱咖啡鮮乳
今日上市
呈現秋冬限定新品
碎銀普洱厚韻×義式濃醇咖啡
交織出溫暖成熟的"
152,[Text] 普洱,"普洱咖啡奶茶、普洱咖啡鮮乳
今日上市
呈現秋冬限定新品
碎銀普洱厚韻×義式濃醇咖啡
交織出溫暖成熟的"
154,[Text] 普洱咖啡奶茶,"龜記茗品×  樂步le brewlife
當茶遇上咖啡，碰撞出這個秋冬最獨特的香氣
龜記攜手不斷挑戰"
155,[Text] 普洱,"龜記茗品×  樂步le brewlife
當茶遇上咖啡，碰撞出這個秋冬最獨特的香氣
龜記攜手不斷挑戰"
157,[Text] 蜂蜜花沫烏龍,"中秋烤肉聚會多
就是清爽的飲料該登場的時候
10/3 (五)~10/6（一）
中秋節限定活動，
購買"
158,[Text] 花沫烏龍,"中秋烤肉聚會多
就是清爽的飲料該登場的時候
10/3 (五)~10/6（一）
中秋節限定活動，
購買"
160,[Text] 三十三茶王,"荔枝茶王今日上市
-
荔枝果肉＋茶王茶湯＝完美組合
季節限定不要錯過٩꒰｡•◡•｡꒱۶
一起夏末的微"
161,[Text] 星桃樂翡翠,"召喚神龍的時刻到來！
龜記推出夏季聯名限定補氣飲品：『星桃樂翡翠』
加入功夫茶清爽芭樂果泥與龜記古早"
162,[Text] 紅柚翡翠,"龜蜜相揪過端午
限時優惠別錯過
- 
𝟓 / 𝟑𝟎 ( 五 ) ～ 𝟔 / 𝟏 ( 日 )
⋯紅柚翡"
163,[Text] 巨峰葡薈青,"巨峰葡薈青⋯𝟓/𝟏 上市.* ﾟ
魅力新品、炫風來襲！
限量販售
錯過不薈來
融合四季春青茶＋巨峰葡"
164,[Text] 三十三茶王,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
165,[Text] 蜜桃烏龍,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
166,[Text] 花沫烏龍,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
167,[Text] 蜂蜜綠茶,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
169,[需人工確認] 圖片限定或無飲品,"藍波萬啦！No.1 !!!!
-
昨晚真的創造了歷史性的一刻
謝謝你們締造「烏」與倫比的佳績
慶祝中"
170,[Text] 梅綠,"「梅醬出任務，酸甜接力棒！
」 
#旺來系列臨時缺席，梅醬來HOLD 場囉 ^w^ 
門市QA 排行"
171,[Text] 梅紅,"「梅醬出任務，酸甜接力棒！
」 
#旺來系列臨時缺席，梅醬來HOLD 場囉 ^w^ 
門市QA 排行"
172,[Text] 梅青,"「梅醬出任務，酸甜接力棒！
」 
#旺來系列臨時缺席，梅醬來HOLD 場囉 ^w^ 
門市QA 排行"
173,[Text] 情人茶,"【時令鮮果首選～情人茶！】
阿嵐發現近期因應氣候關係，金桔常常請假～
為了嵐粉們的酸甜愛戀，真心推薦"
174,[Text] 多多青,"【時令鮮果首選～情人茶！】
阿嵐發現近期因應氣候關係，金桔常常請假～
為了嵐粉們的酸甜愛戀，真心推薦"
175,[Text] 金桔,"【時令鮮果首選～情人茶！】
阿嵐發現近期因應氣候關係，金桔常常請假～
為了嵐粉們的酸甜愛戀，真心推薦"
176,[Text] 荔枝烏龍,"號外號外 嵐冰友家族擴編中！
嵐氏冰淇淋三種口味～香草/芒果/荔枝
#你最喜歡哪個><
阿嵐大推 冰"
177,[Text] 荔枝烏龍,"嵐粉們喝過了嗎？σ`∀´)σ
新品 #嵐冰友 強勢來襲！
必喝的3 個秘密！ #快來看看
全新飲品 "
178,[Text] 芒果青,"嵐粉們喝過了嗎？σ`∀´)σ
新品 #嵐冰友 強勢來襲！
必喝的3 個秘密！ #快來看看
全新飲品 "
179,[Text] 波霸綠茶拿鐵,"真正的 #招牌 #茉莉綠茶
 到來！ 
本次主視覺以超元氣的日漫風格 
強調我們滿滿的熱情與專業的搖"
180,[Text] 茉莉綠茶,"真正的 #招牌 #茉莉綠茶
 到來！ 
本次主視覺以超元氣的日漫風格 
強調我們滿滿的熱情與專業的搖"
182,[Text] 葡萄柚,"柚，是你～ ！你回來了♡ 
#葡萄柚系列 COME BACK！
少女紅橘色的經典葡萄柚
譜出如夏日戀"
183,[Text] 珍波椰青茶,"珍波椰青茶升級小祕技d(`･∀･)b
什麼！竟然還可以這樣喝？！
布丁/燕麥/瑪奇朵 加上去超好喝♡"
184,[Text] 珍波椰青茶,"「阿華田」120 歲生日快樂
嵐粉們喜歡在「阿華田」裡加哪些配料呢？
阿嵐最喜歡在裡面加滿滿的燕麥和"
185,[Text-Rescued] 珍波椰青茶,"季主打嵐a 青春～必喝品項
#超值組合 滿滿配料珍波椰直接抵一餐
#清爽暢飲 經典四季春青茶清香又回"
186,[Text] 珍珠奶青,"春秋戰國時代百家爭鳴，
現在奶茶也有四大門派擁護者
奶茶派、奶青派、烏龍奶派、奶綠派
各派系擁護者眾"
187,[Text-Rescued] 羽衣甘藍,"#二月最後一次 超級星期一優惠把握啦
被譽為超級食物的羽衣甘藍，營養滿滿!!
中午來一杯現榨 #羽衣"
188,[Text] 珍珠黑糖拿鐵,"嚼對很紓壓!手搖咖啡新登場!
珍珠黑糖拿鐵(14oz)是咖啡也是手搖!
Q 彈珍珠在黑糖拿鐵裡翻滾，"
189,[Deep-Mined] 草莓,"近期紅什麼
就紅這杯
明天來場莓好約會
美樂蒂最愛草莓
肯定要整組的啦～
𝟮/𝟰 
都可訂限定優惠
"
190,[Text] 珍珠奶茶,"2 月開始的每一天都在開心倒數過年٩(๑> ₃ <)۶з
天天都是喝飲料的好日子 當然也要優惠喝 心"
191,[Text] 職人咖啡,"週二咖啡日又要到啦!
來杯西西里手搗檸檬美式
鮮檸檬現搗出檸檬特有的精油香氣
搭配職人金獎現磨咖啡
"
193,[Deep-Mined] 百香雙響炮,"全民喝百香雙響炮
第二杯10 元
𝟭/𝟮𝟴 
都可訂限定優惠
快找那個願意幫你出10 元的人 ~
百"
195,[Text] 莓好雙果茶,"My Melody 莓好限定!莓好雙果系列甜美開喝！
酸甜草莓 ✕ 鮮香蔓越莓
在紅茶與鮮奶的襯托下"
196,[Text] 莓好雙果,"My Melody 莓好限定!莓好雙果系列甜美開喝！
酸甜草莓 ✕ 鮮香蔓越莓
在紅茶與鮮奶的襯托下"
197,[Deep-Mined] 冬韻擂焙珍奶,"不得不愛
天氣冷喝暖暖! 暖暖喝!
#冬日奶茶天花板 開喝
嚴選14 種營養穀物
𝟭/𝟮𝟭 
都可訂"
198,[Text] 珍珠奶茶,"各位觀眾
周末不管你有什麼會
都不能忘了2 杯$99 優惠!
體感冷就喝冬韻擂焙珍奶溫的三分糖
體感"
199,[Text] 黑霸烏龍奶,"＼迎接假期！／
限時 #買一送一 先開喝！
來杯「黑霸烏龍奶」提前進入𝐇𝐨𝐥𝐢𝐝𝐚𝐲 𝐌𝐨𝐝𝐞
年假"
200,[Text] 黑霸烏龍奶,"電影的狠勁，都在 #黑霸烏龍奶 內！
不張揚，卻很有立場 ────────.✦.
九把刀執導並改編自"
201,[Text] 黑霸烏龍奶,"與烏龍奶茶正面交鋒！沉穩茶香隨奶香釋放~
焙香、奶香暗藏火力，濃烈不失細膩
九把刀最強奇幻動作電影《"
202,[Text] 蜜桃胭脂紅茶,"𝟐𝟎𝟐𝟔.𝟎𝟏.𝟎𝟏 #元旦限定 —————
▹ ▸ 蜜桃胭脂紅茶〔買一送一〕.ᐟᐟ.
#蜜桃胭脂紅"
203,[需人工確認] 圖片限定或無飲品,"#雙饗茶會 ❭❭❭  𝐓𝐄𝐀+𝐋𝐀𝐓𝐓𝐄 享組合優惠  
讓冬天過得更溫暖，以茶相聚，歡慶聖誕！
．"
204,[需人工確認] 圖片限定或無飲品,"氣溫急速下降，早晚溫差大 ❆ 
回家路上，迎面而來的冷風   
身體忍不住顫抖，寒意包裹全身
來杯熱"
205,[Text] 蜜桃胭脂拿鐵,"幫你找到最適合今日心情的組合 .ᐟᐟ.
𝟏𝟏.𝟎𝟏-𝟎𝟏.𝟏𝟏｜雙饗茶會  
𝐏𝐚𝐢𝐫 + 𝐒𝐡𝐚𝐫"
206,[Text] 岩葉紅茶拿鐵,"幫你找到最適合今日心情的組合 .ᐟᐟ.
𝟏𝟏.𝟎𝟏-𝟎𝟏.𝟏𝟏｜雙饗茶會  
𝐏𝐚𝐢𝐫 + 𝐒𝐡𝐚𝐫"
207,[Text] 烏龍觀音拿鐵,"幫你找到最適合今日心情的組合 .ᐟᐟ.
𝟏𝟏.𝟎𝟏-𝟎𝟏.𝟏𝟏｜雙饗茶會  
𝐏𝐚𝐢𝐫 + 𝐒𝐡𝐚𝐫"
208,[Text] 隱山烏龍,"幫你找到最適合今日心情的組合 .ᐟᐟ.
𝟏𝟏.𝟎𝟏-𝟎𝟏.𝟏𝟏｜雙饗茶會  
𝐏𝐚𝐢𝐫 + 𝐒𝐡𝐚𝐫"
209,[Text] 岩葉紅茶,"幫你找到最適合今日心情的組合 .ᐟᐟ.
𝟏𝟏.𝟎𝟏-𝟎𝟏.𝟏𝟏｜雙饗茶會  
𝐏𝐚𝐢𝐫 + 𝐒𝐡𝐚𝐫"
210,[Text] 38奶霸,"𝑻𝒐𝒑 𝑷𝒊𝒄𝒌 ✧ 38 奶霸 ✧ 超有料
萬聖節就喝這杯，不喝就搗蛋 .ᐟ.ᐟ
最黑的夜空揉成焦"
211,[Text] 隱山烏龍,"連假出遊，熱到快融化
真想來杯沁涼解渴的飲料 .ᐟ ᐟ.
꒰ 隱山烏龍 ꒱ 𝓷𝓮𝔀
茶香四溢，順口不"
212,[Text] 隱山烏龍,"＼買一送一 ✫ 中秋連假限定 .ᐟ.ᐟ／
中秋節快樂𓂃⟡.·𓂃團圓烤肉吃不停 .ᐟ.ᐟ 
吃美食別忘"
213,[Text] 柳橙翡翠青,"#柳橙翡翠青 #經典回歸
剛剛好，你也還在
剛剛好，我也沒變
我們一起等到——
柳橙最剛好的時刻
這"
214,[Text] 懷舊經典奶茶,"#
  
#啟動年末微醺儀式 #莓醉雙奏章幸福聯乘
#勤美誠品綠園道限定 #聯名酒精飲特調
草莓飲品"
215,[Text] 玉露奶青,"#
  
#啟動年末微醺儀式 #莓醉雙奏章幸福聯乘
#勤美誠品綠園道限定 #聯名酒精飲特調
草莓飲品"
216,[需人工確認] 圖片限定或無飲品,"#莓光甜室
Sweet Berry Moments
12/10(三)全台新品上市
讓每一天，
都有一"
218,[Text] 芒果青,"#芒果青 #青熟感限定茗作
熱烈加開！熱烈加開！
這杯獻給你，用芒果的酸甜填滿日常的空隙。
喝過才知"
219,[Text] 芫荽酪梨奶蓋,"這個萬聖節，不搞怪也能很有戲
芫荽與酪梨攜手施展綠色魔法，三款奶蓋茶限時登場，
每一口都是萬聖夜的神"
220,[Text] 芒果青,"#芒果青 #青熟感限定茗作
#北區南區第二波指定門市開喝
熱烈加開！熱烈加開！
這杯獻給你，也許你心"
221,[需人工確認] 圖片限定或無飲品,"雙十快樂，一起乾杯吧！
十月的陽光有點甜，
十月的風也帶著好心情～
在這充滿喜慶的日子裡，
不妨停下"
222,[Text] 珈琲粉粿蕎麥奶,"DAMING | Happy Moon Festival
中秋烤肉聚餐，解膩神隊友必不可少
#玉露青"
223,[Text] 珍珠粉粿牛奶,"DAMING | Happy Moon Festival
中秋烤肉聚餐，解膩神隊友必不可少
#玉露青"
224,[Text] 熟成油切蕎麥,"DAMING | Happy Moon Festival
中秋烤肉聚餐，解膩神隊友必不可少
#玉露青"
225,[Text] 玉露青茶,"DAMING | Happy Moon Festival
中秋烤肉聚餐，解膩神隊友必不可少
#玉露青"
226,[Text] 芒果青,"細火慢熬，以手作果醬入茶
#芒果青 #青熟感限定茗作
#台中首波指定門市上車囉
嚴選台灣在地芒果，手"
227,[Text] 珈琲粉粿蕎麥奶,"#七夕
用一杯飲料，說盡我想對你說的情話
#珈琲粉粿蕎麥奶
牛郎織女一年見一次，
我要的是和你天天共"
228,[Text] 珍珠粉粿牛奶,"#七夕
用一杯飲料，說盡我想對你說的情話
#珈琲粉粿蕎麥奶
牛郎織女一年見一次，
我要的是和你天天共"
229,[Text] 芝士奶蓋緋烏龍,"身處湧動時代 復古卻成了新語言
偕茶師重新對焦
#緋烏龍系列 再次加載登場！
全新風味升級：首次加入"
230,[Text] 緋烏龍鮮奶,"身處湧動時代 復古卻成了新語言
偕茶師重新對焦
#緋烏龍系列 再次加載登場！
全新風味升級：首次加入"
231,[Text] 緋烏龍奶茶,"身處湧動時代 復古卻成了新語言
偕茶師重新對焦
#緋烏龍系列 再次加載登場！
全新風味升級：首次加入"
232,[Text] 馥莓緋烏龍,"身處湧動時代 復古卻成了新語言
偕茶師重新對焦
#緋烏龍系列 再次加載登場！
全新風味升級：首次加入"
233,[Text] 緋烏龍,"身處湧動時代 復古卻成了新語言
偕茶師重新對焦
#緋烏龍系列 再次加載登場！
全新風味升級：首次加入"
234,[Text] 緋烏龍鮮奶,"收音機嗡嗡作響
戴上耳機隔出一片自在zone
音符在空氣跳躍
鹹香芝士奶蓋
佐緋烏龍獨有熟果前調及蜜"
235,[Text] 緋烏龍,"收音機嗡嗡作響
戴上耳機隔出一片自在zone
音符在空氣跳躍
鹹香芝士奶蓋
佐緋烏龍獨有熟果前調及蜜"
236,[Text] 馥莓緋烏龍,"調整焦距，緋紅身影漸漸清晰
熟果基調揉合烏龍韻
奶香柔潤細膩
覆蓋舌尖
每口都是風味的細膩映像
帶著"
237,[Text] 緋烏龍,"調整焦距，緋紅身影漸漸清晰
熟果基調揉合烏龍韻
奶香柔潤細膩
覆蓋舌尖
每口都是風味的細膩映像
帶著"
238,[Text] 緋烏龍,"循電波傳遞酸甜訊號  • ılıılıılılıılıılı. 0
紫桑率先登場
緋烏龍沉靜其後，釋"
239,[Text] 緋烏龍,"#緋烏龍 ｛ 𝖿ē𝗂 𝗐𝗎𝗅ó𝗇𝗀｝ 選用台東紅烏龍，以夏秋茶葉為本結合紅茶加工特點，採重
指尖穿梭"
241,[Text-Rescued] 青檸甘蔗蕎麥綠寶,"月夕初見，跨越世代的相聚
在舉杯之間
分享澄黃如月的酸甜滋味
青檸甘蔗蕎麥綠寶 Lemon with"
242,[Text-Rescued] 蕎麥綠國寶,"一畝蕎麥田，掬起穗香與青草香
蕎麥為引，綠國寶茶基底
初飲入喉是自然麥香
伴隨穀物焙炒的濃郁
深淺流"
243,[需人工確認] 圖片限定或無飲品,"更迭沉潛，大地悄悄甦醒
陽光鋪展金光覆滿田野、碧綠金澄
化身不同花色地毯
✦ 
𝘎𝘳𝘦𝘦𝘯 𝘙𝘰𝘰𝘪"
244,[Text-Rescued] 青檸甘蔗蕎麥綠寶,"8.27 (三) 全門市 𝘤𝘰𝘮𝘪𝘯𝘨 𝘴𝘰𝘰𝘯
全新零咖啡因飲
𝘎𝘳𝘦𝘦𝘯 𝘙𝘰𝘰𝘪𝘣𝘰𝘴 𝘛𝘦𝘢"
245,[Text-Rescued] 蕎麥綠國寶,"莓果嫣紅，酸甜恰如其分
桑葚馥郁揭開序幕
藍莓柔甜綻放
覆盆子淡淡微酸輕盈收束
揉合蕎麥綠國寶，果韻"
246,[需人工確認] 圖片限定或無飲品,"新的一年，願每一步都奔向更好的風景。
用一杯好茶，陪伴大家迎接嶄新的新年時刻。
限量設計，只為今年的"
247,[Text] 英式玫瑰特調茶,HAPPY FRIDAY｜𝟮/𝟭𝟯 情人節必喝  玫瑰限定    玫瑰水、英式玫瑰拿鐵 第二杯10 
248,[Text] 英式玫瑰拿鐵,HAPPY FRIDAY｜𝟮/𝟭𝟯 情人節必喝  玫瑰限定    玫瑰水、英式玫瑰拿鐵 第二杯10 
249,[Text] 玫瑰水,HAPPY FRIDAY｜𝟮/𝟭𝟯 情人節必喝  玫瑰限定    玫瑰水、英式玫瑰拿鐵 第二杯10 
250,[Text] 蜂蜜四季春茶,"有些茶，不需要多說，
一入口，就知道為什麼會被反覆點名。
四季春茶王
米其林級ITQI 最高3 星認"
251,[Text] 四季春茶王,"有些茶，不需要多說，
一入口，就知道為什麼會被反覆點名。
四季春茶王
米其林級ITQI 最高3 星認"
252,[Text] 蜂蜜四季春茶,"HAPPY FRIDAY｜四季春系列 (ITQI 3 星得獎茶) 指定飲品優惠
懂喝茶的人都知道，
"
253,[Text] 四季春茶王,"HAPPY FRIDAY｜四季春系列 (ITQI 3 星得獎茶) 指定飲品優惠
懂喝茶的人都知道，
"
254,[需人工確認] 圖片限定或無飲品,"馬年到，好運轉起來！
過年就是要有儀式感
馬年新春限定杯正式上市啦！
旋轉木馬的童趣設計，搭配奔馳的"
255,[Text] 輕焙榖麥茶,"當世界太吵的時候，
不妨慢下來，
把世界放進一杯茶裡。
輕焙榖麥茶—— 
像是一封焙火寫給大地的情書"
256,[Text] 英式玫瑰拿鐵,"當午後的光線變得柔軟，就讓一杯花香，慢慢展開
玫瑰水
清透順口、輕柔不膩，細緻的玫瑰香氣，
在入口之"
257,[Text] 四季春茶王,"當午後的光線變得柔軟，就讓一杯花香，慢慢展開
玫瑰水
清透順口、輕柔不膩，細緻的玫瑰香氣，
在入口之"
259,[Text] 玫瑰水,"當午後的光線變得柔軟，就讓一杯花香，慢慢展開
玫瑰水
清透順口、輕柔不膩，細緻的玫瑰香氣，
在入口之"
261,[Text] 太妃蜜桃風味厚奶霜,"期間限定！消失的驚喜味道，1/17 日起限定回歸
還記得那口驚艷味蕾、帶有迷人香草氣息的「金杯烏瓦系"
264,[Text] 四季春茶王,"山嵐間的花香與回甘，是被米其林記住的味道
什麼樣的茶，能讓國際評審點頭認證？
從台灣優質茶園出發，茶"
265,[Text] 烏龍綠茶,"【厚雪奶蓋系列 新品上市 #指定門市 試賣中】
口感綿密，像雪一樣輕柔的「厚雪奶蓋」
讓人忍不住一口"
266,[Text] 頂級可可,"【厚雪奶蓋系列 新品上市 #指定門市 試賣中】
口感綿密，像雪一樣輕柔的「厚雪奶蓋」
讓人忍不住一口"
