id,product_name,text_preview
267,[Text] 厚雪奶蓋,"【厚雪奶蓋系列 新品上市 #指定門市 試賣中】
口感綿密，像雪一樣輕柔的「厚雪奶蓋」
讓人忍不住一口"
268,[Text] 珍珠奶茶,"告別 2025・迎接嶄新的一年
清心福全陪你一起倒數，用熟悉的好味道迎接全新的開始
【跨年必喝】優惠"
269,[Text] 椰果奶茶,"告別 2025・迎接嶄新的一年
清心福全陪你一起倒數，用熟悉的好味道迎接全新的開始
【跨年必喝】優惠"
270,[Text] 錫蘭奶紅,"告別 2025・迎接嶄新的一年
清心福全陪你一起倒數，用熟悉的好味道迎接全新的開始
【跨年必喝】優惠"
271,[Text] 奶茶,"告別 2025・迎接嶄新的一年
清心福全陪你一起倒數，用熟悉的好味道迎接全新的開始
【跨年必喝】優惠"
272,[Text] 白韻杏仁頂級可可,"冷氣團來襲，低溫拉警報，不想離開被窩就來杯能把冬天融化的「杏福滋味」吧！
冬季新品【白韻杏仁系列】純"
273,[Text] 白韻杏仁鮮奶,"冷氣團來襲，低溫拉警報，不想離開被窩就來杯能把冬天融化的「杏福滋味」吧！
冬季新品【白韻杏仁系列】純"
274,[Text] 白韻杏仁奶,"冷氣團來襲，低溫拉警報，不想離開被窩就來杯能把冬天融化的「杏福滋味」吧！
冬季新品【白韻杏仁系列】純"
275,[Text] 頂級可可,"冷氣團來襲，低溫拉警報，不想離開被窩就來杯能把冬天融化的「杏福滋味」吧！
冬季新品【白韻杏仁系列】純"
276,[Text] 珍珠琥珀黑糖鮮奶,"別讓冷空氣覆蓋了你的好精神，冬季新品上市，品嘗杏福滋味～
冬季新品【白韻杏仁系列】純淨的白更韻涵典雅"
277,[Text] 白韻杏仁頂級可可,"別讓冷空氣覆蓋了你的好精神，冬季新品上市，品嘗杏福滋味～
冬季新品【白韻杏仁系列】純淨的白更韻涵典雅"
278,[Text] 白韻杏仁奶,"別讓冷空氣覆蓋了你的好精神，冬季新品上市，品嘗杏福滋味～
冬季新品【白韻杏仁系列】純淨的白更韻涵典雅"
279,[Text] 桂圓鮮奶茶,"別讓冷空氣覆蓋了你的好精神，冬季新品上市，品嘗杏福滋味～
冬季新品【白韻杏仁系列】純淨的白更韻涵典雅"
280,[Text] 頂級可可,"別讓冷空氣覆蓋了你的好精神，冬季新品上市，品嘗杏福滋味～
冬季新品【白韻杏仁系列】純淨的白更韻涵典雅"
281,[Text] 茉綠茶凍拿鐵,"清心福全×變種吉娃娃 
連假超吉美食推薦
連假少不了的吃吃喝喝，「超吉」搭配超過癮！
吉凍套餐：脆皮"
282,[Text] 荔枝蘋果醋,"#雙十節快樂 十月連假第二彈
又是一個三天連假，千萬別把好時光蹉跎掉了，
來杯清心福全的 #荔枝蘋果"
283,[Text] 蘋果醋,"#雙十節快樂 十月連假第二彈
又是一個三天連假，千萬別把好時光蹉跎掉了，
來杯清心福全的 #荔枝蘋果"
284,[Text] 珍珠琥珀黑糖鮮奶,"謝謝老師的用心教誨，在特別的日子裡加碼作業，
來杯
大人的滋味 #咖啡凍奶茶，苦甜苦甜才是人生。 
"
285,[Text] 咖啡凍奶茶,"謝謝老師的用心教誨，在特別的日子裡加碼作業，
來杯
大人的滋味 #咖啡凍奶茶，苦甜苦甜才是人生。 
"
286,[Text] 奶茶,"謝謝老師的用心教誨，在特別的日子裡加碼作業，
來杯
大人的滋味 #咖啡凍奶茶，苦甜苦甜才是人生。 
"
287,[Text] 珍珠蜂蜜鮮奶普洱,"#隱藏版 (珍珠蜂蜜鮮奶普洱) 甜而不膩～給你滿滿好心情
讓清心飲料＆變種吉娃娃陪你收穫好成績！！
"
288,[Text] 蜜桃凍紅茶,"這個夏天超吉喜歡喝涼涼的飲料～～
香甜清爽的 #柳橙綠、 甜Q 爽口的 #蜜桃凍紅茶、 酸甜活力的 "
289,[Text] 柳橙綠,"這個夏天超吉喜歡喝涼涼的飲料～～
香甜清爽的 #柳橙綠、 甜Q 爽口的 #蜜桃凍紅茶、 酸甜活力的 "
290,[Text] 粉戀莓莓,"520 「莓」你不行的戀愛滋味
#粉戀莓莓 像是她微笑時的甜
#情人茶 像戀愛一樣清爽又讓人心動
清"
291,[Text] 情人茶,"520 「莓」你不行的戀愛滋味
#粉戀莓莓 像是她微笑時的甜
#情人茶 像戀愛一樣清爽又讓人心動
清"
292,[Text] 香芋仙草綠茶拿鐵,"涼涼的天適合暖暖的那一杯
法芙娜可可鮮奶｜𝟭𝟬𝟬%法芙娜可可粉，入口滑順
冬天，就該給自己一杯迷客夏"
293,[Text] 法芙娜可可鮮奶,"涼涼的天適合暖暖的那一杯
法芙娜可可鮮奶｜𝟭𝟬𝟬%法芙娜可可粉，入口滑順
冬天，就該給自己一杯迷客夏"
294,[Text] 靜岡焙焙鮮奶,"涼涼的天適合暖暖的那一杯
法芙娜可可鮮奶｜𝟭𝟬𝟬%法芙娜可可粉，入口滑順
冬天，就該給自己一杯迷客夏"
295,[Text] 茉莉原淬綠茶,"𝟭月份雙週限定驚喜 𝗽𝗮𝗿𝘁 𝟮
你的迷客夏新春大禮包第二彈來襲
𝟭/𝟮𝟭 (三)~𝟮/𝟯(二)
<"
296,[Text] 茉香綠茶拿鐵,"𝟭月份雙週限定驚喜
第一彈
你的迷客夏新春大禮包已送達
即日起~𝟭/𝟮𝟬(二)
<門市現場購買>任𝟮"
297,[需人工確認] 圖片限定或無飲品,"手裡拿的是哪一杯最愛的迷客夏？  
快在下方用「表情符號」投出你的最愛 
看看哪一派粉絲軍團最強大！"
298,[Text] 珍珠大正紅茶拿鐵,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟭 #珍珠大正紅茶拿鐵
拿起你最愛的那杯，一起看年度旁行榜
 "
299,[Text] 原片初露青茶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟭 #珍珠大正紅茶拿鐵
拿起你最愛的那杯，一起看年度旁行榜
 "
300,[Text] 伯爵紅茶拿鐵,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟭 #珍珠大正紅茶拿鐵
拿起你最愛的那杯，一起看年度旁行榜
 "
301,[Text] 輕纖蕎麥茶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟭 #珍珠大正紅茶拿鐵
拿起你最愛的那杯，一起看年度旁行榜
 "
302,[Text] 鎮店之寶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟭 #珍珠大正紅茶拿鐵
拿起你最愛的那杯，一起看年度旁行榜
 "
303,[Text] 法芙娜可可鮮奶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟲 #手炒黑糖鮮奶
拿起你最愛的那杯，一起看年度排行榜  ht"
304,[Text] 琥珀高峰烏龍,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟲 #手炒黑糖鮮奶
拿起你最愛的那杯，一起看年度排行榜  ht"
305,[Text] 手炒黑糖鮮奶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟲 #手炒黑糖鮮奶
拿起你最愛的那杯，一起看年度排行榜  ht"
306,[Text] 靜岡焙焙鮮奶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟲 #手炒黑糖鮮奶
拿起你最愛的那杯，一起看年度排行榜  ht"
307,[Text] 茉莉原淬綠茶,"快看你的迷客夏必喝有沒有上榜！
𝗧𝗢𝗣𝟲 #手炒黑糖鮮奶
拿起你最愛的那杯，一起看年度排行榜  ht"
308,[Text] 靜岡焙焙鮮奶,"𝟭𝟮/𝟮𝟰、𝟭𝟮/𝟮𝟱
\齁齁齁~~聖誕加「焙」幸福已抵達
/
門市現場購買 #𝟮杯靜岡焙焙鮮奶 ("
309,[Text] 香芋仙草綠茶拿鐵,"一起收藏最療癒的冬季 𝗧𝗢𝗣 清單！
𝗧𝗢𝗣𝟭 #靜岡焙焙鮮奶
冬日療癒，「焙」感幸福
嚴選自靜岡的"
310,[Text] 珍珠大正紅茶拿鐵,"一起收藏最療癒的冬季 𝗧𝗢𝗣 清單！
𝗧𝗢𝗣𝟭 #靜岡焙焙鮮奶
冬日療癒，「焙」感幸福
嚴選自靜岡的"
311,[Text] 法芙娜可可鮮奶,"一起收藏最療癒的冬季 𝗧𝗢𝗣 清單！
𝗧𝗢𝗣𝟭 #靜岡焙焙鮮奶
冬日療癒，「焙」感幸福
嚴選自靜岡的"
312,[Text] 琥珀烏龍拿鐵,"一起收藏最療癒的冬季 𝗧𝗢𝗣 清單！
𝗧𝗢𝗣𝟭 #靜岡焙焙鮮奶
冬日療癒，「焙」感幸福
嚴選自靜岡的"
313,[Text] 靜岡焙焙鮮奶,"一起收藏最療癒的冬季 𝗧𝗢𝗣 清單！
𝗧𝗢𝗣𝟭 #靜岡焙焙鮮奶
冬日療癒，「焙」感幸福
嚴選自靜岡的"
314,[Text] 靜岡焙焙烏龍拿鐵,"大家敲破碗的 #冬季限定 人氣飲品回歸啦！
靜岡焙焙鮮奶、靜岡焙焙烏龍拿鐵 濃郁登場
嚴選靜岡製茶名"
315,[Text] 琥珀高峰烏龍茶,"大家敲破碗的 #冬季限定 人氣飲品回歸啦！
靜岡焙焙鮮奶、靜岡焙焙烏龍拿鐵 濃郁登場
嚴選靜岡製茶名"
316,[Text] 法芙娜可可鮮奶,"大家敲破碗的 #冬季限定 人氣飲品回歸啦！
靜岡焙焙鮮奶、靜岡焙焙烏龍拿鐵 濃郁登場
嚴選靜岡製茶名"
317,[Text] 靜岡焙焙鮮奶,"大家敲破碗的 #冬季限定 人氣飲品回歸啦！
靜岡焙焙鮮奶、靜岡焙焙烏龍拿鐵 濃郁登場
嚴選靜岡製茶名"
318,[Text] 綠光鮮奶,"大家敲破碗的 #冬季限定 人氣飲品回歸啦！
靜岡焙焙鮮奶、靜岡焙焙烏龍拿鐵 濃郁登場
嚴選靜岡製茶名"
319,[Text] 娜杯桂香拿鐵,"\首款花香基調 —「桂香茶境」𝟭𝟭/𝟱 桂香四溢/
花香與茶香的邂逅
#娜杯桂香拿鐵
花香、茶香、奶"
320,[Text] 桂香輕蕎麥,"\首款花香基調 —「桂香茶境」𝟭𝟭/𝟱 桂香四溢/
花香與茶香的邂逅
#娜杯桂香拿鐵
花香、茶香、奶"
321,[Text] 桂香原片青,"\首款花香基調 —「桂香茶境」𝟭𝟭/𝟱 桂香四溢/
花香與茶香的邂逅
#娜杯桂香拿鐵
花香、茶香、奶"
322,[需人工確認] 圖片限定或無飲品,"過年送什麼，才不會被放在角落？
懂喝的人都知道——答案是這包
邁入第 𝟱 年 #COMEBUY 持續"
323,[需人工確認] 圖片限定或無飲品,"把看似平凡的事做到不平凡
才是真正的高度
世界級的舞台
來自每天不妥協的基本功
就像 #COMEBU"
324,[Rescued] 黑糖的香,"#COMEBUY 黑糖特別在…
不是更甜，而是更「真」
—— #半糖 以上風味完整好喝
黑糖的香、甘"
325,[Text] 沖繩黑糖奶茶,"跨年夜一定要來點「咀嚼系幸福」(〃∀〃)
今年最後一杯＆新年第一杯——
#COMEBUY #沖繩黑糖"
326,[Text] 雙Q,"跨年夜一定要來點「咀嚼系幸福」(〃∀〃)
今年最後一杯＆新年第一杯——
#COMEBUY #沖繩黑糖"
327,[Text] 沖繩黑糖奶綠,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
328,[Text] 沖繩黑糖奶茶,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
329,[Text] 黑糖港式厚奶,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
330,[Text] 黑糖紅茶拿鐵,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
331,[Text] 港式厚奶,"今天就讓一杯暖甜的 #沖繩黑糖系列
陪你一起度過最閃亮的節日吧～
透過完美比例與台灣黑糖蔗香融合
焦"
332,[Text] 沖繩黑糖奶綠,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
333,[Text] 沖繩黑糖奶茶,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
334,[Text] 黑糖港式厚奶,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
335,[Text] 黑糖紅茶拿鐵,"\\ 期盼の新品來了 //
熬煮香氣升級的【沖繩黑糖系列】全新上市
喝一口就知道——這次真的很可以 "
337,[Text] 小葉紅奶茶,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
338,[Text] 小葉紅拿鐵,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
339,[Text] 小葉紅茶,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
340,[Text] 四季春,"\ 葉~~~~~~~~真的回來了.ᐟ.ᐟ /
國際連鎖品牌中 #COMEBUY 全球首賣
限量嫩採的"
342,[Text] 玩火,"萬聖節最「火」裝扮出爐
南瓜人都來 #COMEBUY 報到啦
玩火不只好喝～還能當配件（誤
）
擁有"
343,[Text] 玩火玩火奶茶,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
344,[Text] 纖萃玩火奶茶,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
345,[Text] 玩火奶茶,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
346,[Text] 玩火,"中秋節不只要烤肉
更要 #玩火
一家烤肉萬家香
一杯 #現萃 超沁爽.ᐟ.ᐟ
嚴選甘甜煎茶與清香烏龍"
347,[Text] 玩火奶茶,"沒時間飛
就喝這杯
外面找不到的獨特風味——
喝一口彷彿置身❝熱帶❞島嶼
#玩火 $𝟰𝟱(𝗟)
建議"
348,[Text] 玩火,"沒時間飛
就喝這杯
外面找不到的獨特風味——
喝一口彷彿置身❝熱帶❞島嶼
#玩火 $𝟰𝟱(𝗟)
建議"
349,[Text] 普洱咖啡奶茶,"普洱咖啡奶茶、普洱咖啡鮮乳
今日上市
呈現秋冬限定新品
碎銀普洱厚韻×義式濃醇咖啡
交織出溫暖成熟的"
350,[Text] 普洱,"普洱咖啡奶茶、普洱咖啡鮮乳
今日上市
呈現秋冬限定新品
碎銀普洱厚韻×義式濃醇咖啡
交織出溫暖成熟的"
352,[Text] 普洱咖啡奶茶,"龜記茗品×  樂步le brewlife
當茶遇上咖啡，碰撞出這個秋冬最獨特的香氣
龜記攜手不斷挑戰"
353,[Text] 普洱,"龜記茗品×  樂步le brewlife
當茶遇上咖啡，碰撞出這個秋冬最獨特的香氣
龜記攜手不斷挑戰"
355,[Text] 蜂蜜花沫烏龍,"中秋烤肉聚會多
就是清爽的飲料該登場的時候
10/3 (五)~10/6（一）
中秋節限定活動，
購買"
356,[Text] 花沫烏龍,"中秋烤肉聚會多
就是清爽的飲料該登場的時候
10/3 (五)~10/6（一）
中秋節限定活動，
購買"
358,[Text] 三十三茶王,"荔枝茶王今日上市
-
荔枝果肉＋茶王茶湯＝完美組合
季節限定不要錯過٩꒰｡•◡•｡꒱۶
一起夏末的微"
359,[Text] 星桃樂翡翠,"召喚神龍的時刻到來！
龜記推出夏季聯名限定補氣飲品：『星桃樂翡翠』
加入功夫茶清爽芭樂果泥與龜記古早"
360,[Text] 紅柚翡翠,"龜蜜相揪過端午
限時優惠別錯過
- 
𝟓 / 𝟑𝟎 ( 五 ) ～ 𝟔 / 𝟏 ( 日 )
⋯紅柚翡"
361,[Text] 巨峰葡薈青,"巨峰葡薈青⋯𝟓/𝟏 上市.* ﾟ
魅力新品、炫風來襲！
限量販售
錯過不薈來
融合四季春青茶＋巨峰葡"
362,[Text] 三十三茶王,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
363,[Text] 蜜桃烏龍,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
364,[Text] 花沫烏龍,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
365,[Text] 蜂蜜綠茶,"冬天是想瘦身最有效的季節
（啪！
-
整理三支小清新飲品給大家⇣
想解膩又怕小肚肚累積脂肪 ˃ ˂ "
367,[需人工確認] 圖片限定或無飲品,"藍波萬啦！No.1 !!!!
-
昨晚真的創造了歷史性的一刻
謝謝你們締造「烏」與倫比的佳績
慶祝中"
368,[Text] 梅綠,"「梅醬出任務，酸甜接力棒！
」 
#旺來系列臨時缺席，梅醬來HOLD 場囉 ^w^ 
門市QA 排行"
369,[Text] 梅紅,"「梅醬出任務，酸甜接力棒！
」 
#旺來系列臨時缺席，梅醬來HOLD 場囉 ^w^ 
門市QA 排行"
370,[Text] 梅青,"「梅醬出任務，酸甜接力棒！
」 
#旺來系列臨時缺席，梅醬來HOLD 場囉 ^w^ 
門市QA 排行"
371,[Text] 情人茶,"【時令鮮果首選～情人茶！】
阿嵐發現近期因應氣候關係，金桔常常請假～
為了嵐粉們的酸甜愛戀，真心推薦"
372,[Text] 多多青,"【時令鮮果首選～情人茶！】
阿嵐發現近期因應氣候關係，金桔常常請假～
為了嵐粉們的酸甜愛戀，真心推薦"
373,[Text] 金桔,"【時令鮮果首選～情人茶！】
阿嵐發現近期因應氣候關係，金桔常常請假～
為了嵐粉們的酸甜愛戀，真心推薦"
374,[Text] 荔枝烏龍,"號外號外 嵐冰友家族擴編中！
嵐氏冰淇淋三種口味～香草/芒果/荔枝
#你最喜歡哪個><
阿嵐大推 冰"
375,[Text] 荔枝烏龍,"嵐粉們喝過了嗎？σ`∀´)σ
新品 #嵐冰友 強勢來襲！
必喝的3 個秘密！ #快來看看
全新飲品 "
376,[Text] 芒果青,"嵐粉們喝過了嗎？σ`∀´)σ
新品 #嵐冰友 強勢來襲！
必喝的3 個秘密！ #快來看看
全新飲品 "
377,[Text] 波霸綠茶拿鐵,"真正的 #招牌 #茉莉綠茶
 到來！ 
本次主視覺以超元氣的日漫風格 
強調我們滿滿的熱情與專業的搖"
378,[Text] 茉莉綠茶,"真正的 #招牌 #茉莉綠茶
 到來！ 
本次主視覺以超元氣的日漫風格 
強調我們滿滿的熱情與專業的搖"
380,[Text] 葡萄柚,"柚，是你～ ！你回來了♡ 
#葡萄柚系列 COME BACK！
少女紅橘色的經典葡萄柚
譜出如夏日戀"
381,[Text] 珍波椰青茶,"珍波椰青茶升級小祕技d(`･∀･)b
什麼！竟然還可以這樣喝？！
布丁/燕麥/瑪奇朵 加上去超好喝♡"
382,[Text] 珍波椰青茶,"「阿華田」120 歲生日快樂
嵐粉們喜歡在「阿華田」裡加哪些配料呢？
阿嵐最喜歡在裡面加滿滿的燕麥和"
383,[Text-Rescued] 珍波椰青茶,"季主打嵐a 青春～必喝品項
#超值組合 滿滿配料珍波椰直接抵一餐
#清爽暢飲 經典四季春青茶清香又回"
384,[Text] 珍珠奶青,"春秋戰國時代百家爭鳴，
現在奶茶也有四大門派擁護者
奶茶派、奶青派、烏龍奶派、奶綠派
各派系擁護者眾"
385,[Text-Rescued] 羽衣甘藍,"#二月最後一次 超級星期一優惠把握啦
被譽為超級食物的羽衣甘藍，營養滿滿!!
中午來一杯現榨 #羽衣"
386,[Text] 珍珠黑糖拿鐵,"嚼對很紓壓!手搖咖啡新登場!
珍珠黑糖拿鐵(14oz)是咖啡也是手搖!
Q 彈珍珠在黑糖拿鐵裡翻滾，"
387,[Deep-Mined] 草莓,"近期紅什麼
就紅這杯
明天來場莓好約會
美樂蒂最愛草莓
肯定要整組的啦～
𝟮/𝟰 
都可訂限定優惠
"
388,[Text] 珍珠奶茶,"2 月開始的每一天都在開心倒數過年٩(๑> ₃ <)۶з
天天都是喝飲料的好日子 當然也要優惠喝 心"
389,[Text] 職人咖啡,"週二咖啡日又要到啦!
來杯西西里手搗檸檬美式
鮮檸檬現搗出檸檬特有的精油香氣
搭配職人金獎現磨咖啡
"
391,[Deep-Mined] 百香雙響炮,"全民喝百香雙響炮
第二杯10 元
𝟭/𝟮𝟴 
都可訂限定優惠
快找那個願意幫你出10 元的人 ~
百"
393,[Text] 莓好雙果茶,"My Melody 莓好限定!莓好雙果系列甜美開喝！
酸甜草莓 ✕ 鮮香蔓越莓
在紅茶與鮮奶的襯托下"
394,[Text] 莓好雙果,"My Melody 莓好限定!莓好雙果系列甜美開喝！
酸甜草莓 ✕ 鮮香蔓越莓
在紅茶與鮮奶的襯托下"
395,[Deep-Mined] 冬韻擂焙珍奶,"不得不愛
天氣冷喝暖暖! 暖暖喝!
#冬日奶茶天花板 開喝
嚴選14 種營養穀物
𝟭/𝟮𝟭 
都可訂"
396,[Text] 莓好雙果茶,"• 
#美好雙果 平安健康+賺大錢🎉
#莓好新年必喝莓好雙果茶🍓🍓🍓
𝟭/𝟭𝟰 🫶都可訂限定優惠
莓"
410,[Deep-Mined] 莓好雙果茶,"近期紅什麼
就紅這杯
明天來場莓好約會
美樂蒂最愛草莓
肯定要整組的啦～
𝟮/𝟰 
都可訂限定優惠
"
411,[Deep-Mined] 莓好雙果茶,"近期紅什麼
就紅這杯
明天來場莓好約會
美樂蒂最愛草莓
肯定要整組的啦～
𝟮/𝟰 
都可訂限定優惠
"
